chainName,fig1,fig2,corr,p_values
cosmos,Upbit #11 (Staking)-amountValue,OKK #01-amountValue,0.779964244,0
cosmos,Upbit #11 (Staking)-amountValue,Upbit #13 (Staking)-amountValue,0.999871147,0
cosmos,Upbit #11 (Staking)-amountValue,Upbit #16 (Staking)-amountValue,0.999950337,0
cosmos,Upbit #11 (Staking)-amountValue,Upbit #19 (Staking)-amountValue,0.999956985,0
cosmos,Upbit #11 (Staking)-amountValue,bonded_tokens_pool-amountValue,0.890975924,0
cosmos,Upbit #11 (Staking)-amountValue,distribution-amountValue,0.889879263,0
cosmos,Upbit #11 (Staking)-amountValue,Binance #02 (Deposit)-boxplot,0.572727141,3.03E-213
cosmos,Upbit #11 (Staking)-amountValue,Binance #03 (Withdraw)-boxplot,0.563787363,2.84E-205
cosmos,Upbit #11 (Staking)-amountValue,Binance #04 (Staking)-boxplot,0.668346878,1.96112006e-316
cosmos,Upbit #11 (Staking)-amountValue,Bitforex #01 (Deposit)-boxplot,0.666020234,1.8342494317e-313
cosmos,Upbit #11 (Staking)-amountValue,Bithumb #02 (Withdraw)-boxplot,0.551910653,4.70E-195
cosmos,Upbit #11 (Staking)-amountValue,Bithumb #03-boxplot,0.565202933,1.61E-206
cosmos,Upbit #11 (Staking)-amountValue,Coinbase #01-boxplot,0.585955505,1.69E-225
cosmos,Upbit #11 (Staking)-amountValue,Coinbase #03-boxplot,0.657715761,4.48E-303
cosmos,Upbit #11 (Staking)-amountValue,Coinbase #05-boxplot,0.5958314,5.03E-235
cosmos,Upbit #11 (Staking)-amountValue,Coinbase #06-boxplot,0.611149914,1.80E-250
cosmos,Upbit #11 (Staking)-amountValue,Coinbase #08-boxplot,0.634279848,1.81E-275
cosmos,Upbit #11 (Staking)-amountValue,Coinone #01(Deposit)-boxplot,0.62562972,7.14E-266
cosmos,Upbit #11 (Staking)-amountValue,Digfinex #01 (Deposit)-boxplot,0.662936254,0.00E+00
cosmos,Upbit #11 (Staking)-amountValue,DokiaCapital #01 (Validator)-boxplot,0.718204456,0
cosmos,Upbit #11 (Staking)-amountValue,DokiaCapital #02 (Validator)-boxplot,0.642715301,3.98E-285
cosmos,Upbit #11 (Staking)-amountValue,HitBTC #02-boxplot,0.602014276,3.70E-241
cosmos,Upbit #11 (Staking)-amountValue,Ignite-boxplot,0.813781503,0
cosmos,Upbit #11 (Staking)-amountValue,Interchain Foundation #02-boxplot,0.813731652,0
cosmos,Upbit #11 (Staking)-amountValue,Kraken #01-boxplot,0.664400364,2.070497796168e-311
cosmos,Upbit #11 (Staking)-amountValue,MEXC #01 (Deposit)-boxplot,0.637530568,3.73E-279
cosmos,Upbit #11 (Staking)-amountValue,OKK #01-boxplot,0.624164272,2.82E-264
cosmos,Upbit #11 (Staking)-amountValue,Upbit #01 (Deposit)-boxplot,0.649227414,8.58E-293
cosmos,Upbit #11 (Staking)-amountValue,Upbit #02 (Withdraw)-boxplot,0.600088124,3.12E-239
cosmos,Upbit #11 (Staking)-amountValue,Upbit #10 (Validator)-boxplot,0.669480605,6.839193e-318
cosmos,Upbit #11 (Staking)-amountValue,Upbit #11 (Staking)-boxplot,0.692226291,0
cosmos,Upbit #11 (Staking)-amountValue,Upbit #12 (Staking)-boxplot,0.663051341,0.00E+00
cosmos,Upbit #11 (Staking)-amountValue,Upbit #13 (Staking)-boxplot,0.666940327,1.2353447875e-314
cosmos,Upbit #11 (Staking)-amountValue,Upbit #14 (Staking)-boxplot,0.674897055,0
cosmos,Upbit #11 (Staking)-amountValue,Upbit #15 (Staking)-boxplot,0.656814184,5.75E-302
cosmos,Upbit #11 (Staking)-amountValue,Upbit #16 (Staking)-boxplot,0.66250368,0.00E+00
cosmos,Upbit #11 (Staking)-amountValue,Upbit #17 (Staking)-boxplot,0.664458168,1.750050428745e-311
cosmos,Upbit #11 (Staking)-amountValue,Upbit #18 (Staking)-boxplot,0.655729507,1.22E-300
cosmos,Upbit #11 (Staking)-amountValue,Upbit #19 (Staking)-boxplot,0.672171617,2.233e-321
cosmos,Upbit #11 (Staking)-amountValue,Upbit #20 (Staking)-boxplot,0.653230019,1.34E-297
cosmos,Upbit #11 (Staking)-amountValue,bonded_tokens_pool-boxplot,0.627222116,1.29E-267
cosmos,Upbit #11 (Staking)-amountValue,distribution-boxplot,0.617481635,4.17E-257
cosmos,Upbit #11 (Staking)-amountValue,not_bonded_tokens_pool-boxplot,0.522219,3.12E-171
cosmos,Upbit #13 (Staking)-amountValue,Binance #04 (Staking)-amountValue,0.871688976,0
cosmos,Upbit #13 (Staking)-amountValue,Bitforex #01 (Deposit)-amountValue,0.969436395,0
cosmos,Upbit #13 (Staking)-amountValue,Bithumb #02 (Withdraw)-amountValue,0.626814024,3.61E-267
cosmos,Upbit #13 (Staking)-amountValue,Bithumb #03-amountValue,0.904828211,0
cosmos,Upbit #13 (Staking)-amountValue,Coinbase #08-amountValue,0.900178998,0
cosmos,Upbit #13 (Staking)-amountValue,Digfinex #01 (Deposit)-amountValue,0.577888451,5.85E-218
cosmos,Upbit #13 (Staking)-amountValue,Kraken #01-amountValue,0.660414228,2.05E-306
cosmos,Upbit #13 (Staking)-amountValue,MEXC #01 (Deposit)-amountValue,0.580003946,6.46E-220
cosmos,Upbit #13 (Staking)-amountValue,OKK #01-amountValue,0.783724855,0
cosmos,Upbit #13 (Staking)-amountValue,Upbit #11 (Staking)-amountValue,0.999871147,0
cosmos,Upbit #13 (Staking)-amountValue,Upbit #16 (Staking)-amountValue,0.99997381,0
cosmos,Upbit #13 (Staking)-amountValue,Upbit #19 (Staking)-amountValue,0.999968332,0
cosmos,Upbit #13 (Staking)-amountValue,bonded_tokens_pool-amountValue,0.896125728,0
cosmos,Upbit #13 (Staking)-amountValue,distribution-amountValue,0.895196091,0
cosmos,Upbit #13 (Staking)-amountValue,Binance #02 (Deposit)-boxplot,0.573781546,3.35E-214
cosmos,Upbit #13 (Staking)-amountValue,Binance #03 (Withdraw)-boxplot,0.564650854,4.94E-206
cosmos,Upbit #13 (Staking)-amountValue,Binance #04 (Staking)-boxplot,0.675032637,0
cosmos,Upbit #13 (Staking)-amountValue,Bitforex #01 (Deposit)-boxplot,0.657254097,1.66E-302
cosmos,Upbit #13 (Staking)-amountValue,Bithumb #02 (Withdraw)-boxplot,0.560378775,2.68E-202
cosmos,Upbit #13 (Staking)-amountValue,Bithumb #03-boxplot,0.573910186,2.56E-214
cosmos,Upbit #13 (Staking)-amountValue,Coinbase #01-boxplot,0.591868421,3.66E-231
cosmos,Upbit #13 (Staking)-amountValue,Coinbase #03-boxplot,0.656338801,2.20E-301
cosmos,Upbit #13 (Staking)-amountValue,Coinbase #05-boxplot,0.591420344,9.93E-231
cosmos,Upbit #13 (Staking)-amountValue,Coinbase #06-boxplot,0.61260563,5.54E-252
cosmos,Upbit #13 (Staking)-amountValue,Coinbase #08-boxplot,0.644238846,6.66E-287
cosmos,Upbit #13 (Staking)-amountValue,Coinone #01(Deposit)-boxplot,0.623949524,4.82E-264
cosmos,Upbit #13 (Staking)-amountValue,Digfinex #01 (Deposit)-boxplot,0.670303689,5.9265e-319
cosmos,Upbit #13 (Staking)-amountValue,DokiaCapital #01 (Validator)-boxplot,0.724075188,0
cosmos,Upbit #13 (Staking)-amountValue,DokiaCapital #02 (Validator)-boxplot,0.632279263,3.20E-273
cosmos,Upbit #13 (Staking)-amountValue,HitBTC #02-boxplot,0.607266952,1.78E-246
cosmos,Upbit #13 (Staking)-amountValue,Ignite-boxplot,0.805380585,0
cosmos,Upbit #13 (Staking)-amountValue,Interchain Foundation #02-boxplot,0.805022893,0
cosmos,Upbit #13 (Staking)-amountValue,Kraken #01-boxplot,0.655003969,9.39E-300
cosmos,Upbit #13 (Staking)-amountValue,MEXC #01 (Deposit)-boxplot,0.645897209,7.54E-289
cosmos,Upbit #13 (Staking)-amountValue,OKK #01-boxplot,0.629223722,8.02E-270
cosmos,Upbit #13 (Staking)-amountValue,Upbit #01 (Deposit)-boxplot,0.64872408,3.41E-292
cosmos,Upbit #13 (Staking)-amountValue,Upbit #02 (Withdraw)-boxplot,0.604927134,4.28E-244
cosmos,Upbit #13 (Staking)-amountValue,Upbit #10 (Validator)-boxplot,0.665773026,3.7804544373e-313
cosmos,Upbit #13 (Staking)-amountValue,Upbit #11 (Staking)-boxplot,0.68295462,0
cosmos,Upbit #13 (Staking)-amountValue,Upbit #12 (Staking)-boxplot,0.653369505,9.07E-298
cosmos,Upbit #13 (Staking)-amountValue,Upbit #13 (Staking)-boxplot,0.657121042,2.42E-302
cosmos,Upbit #13 (Staking)-amountValue,Upbit #14 (Staking)-boxplot,0.665377292,1.20145712016e-312
cosmos,Upbit #13 (Staking)-amountValue,Upbit #15 (Staking)-boxplot,0.646914729,4.76E-290
cosmos,Upbit #13 (Staking)-amountValue,Upbit #16 (Staking)-boxplot,0.65250597,1.00E-296
cosmos,Upbit #13 (Staking)-amountValue,Upbit #17 (Staking)-boxplot,0.654791504,1.70E-299
cosmos,Upbit #13 (Staking)-amountValue,Upbit #18 (Staking)-boxplot,0.645713573,1.24E-288
cosmos,Upbit #13 (Staking)-amountValue,Upbit #19 (Staking)-boxplot,0.662301559,0.00E+00
cosmos,Upbit #13 (Staking)-amountValue,Upbit #20 (Staking)-boxplot,0.643019953,1.76E-285
cosmos,Upbit #13 (Staking)-amountValue,bonded_tokens_pool-boxplot,0.633885789,5.03E-275
cosmos,Upbit #13 (Staking)-amountValue,distribution-boxplot,0.627204332,1.35E-267
cosmos,Upbit #13 (Staking)-amountValue,not_bonded_tokens_pool-boxplot,0.518888177,1.05E-168
cosmos,Upbit #14 (Staking)-amountValue,Upbit #15 (Staking)-amountValue,0.62900822,1.39E-269
cosmos,Upbit #14 (Staking)-amountValue,Upbit #17 (Staking)-amountValue,0.894320985,0
cosmos,Upbit #15 (Staking)-amountValue,Upbit #14 (Staking)-amountValue,0.62900822,1.39E-269
cosmos,Upbit #15 (Staking)-amountValue,Upbit #17 (Staking)-amountValue,0.703193085,0
cosmos,Upbit #16 (Staking)-amountValue,Binance #04 (Staking)-amountValue,0.869902536,0
cosmos,Upbit #16 (Staking)-amountValue,Bitforex #01 (Deposit)-amountValue,0.970857716,0
cosmos,Upbit #16 (Staking)-amountValue,Bithumb #02 (Withdraw)-amountValue,0.623949202,4.82E-264
cosmos,Upbit #16 (Staking)-amountValue,Bithumb #03-amountValue,0.903755784,0
cosmos,Upbit #16 (Staking)-amountValue,Coinbase #08-amountValue,0.898020214,0
cosmos,Upbit #16 (Staking)-amountValue,Digfinex #01 (Deposit)-amountValue,0.574543463,6.80E-215
cosmos,Upbit #16 (Staking)-amountValue,Kraken #01-amountValue,0.664790542,6.6503112428e-312
cosmos,Upbit #16 (Staking)-amountValue,MEXC #01 (Deposit)-amountValue,0.57623144,1.95E-216
cosmos,Upbit #16 (Staking)-amountValue,OKK #01-amountValue,0.78287763,0
cosmos,Upbit #16 (Staking)-amountValue,Upbit #11 (Staking)-amountValue,0.999950337,0
cosmos,Upbit #16 (Staking)-amountValue,Upbit #13 (Staking)-amountValue,0.99997381,0
cosmos,Upbit #16 (Staking)-amountValue,Upbit #19 (Staking)-amountValue,0.999997636,0
cosmos,Upbit #16 (Staking)-amountValue,bonded_tokens_pool-amountValue,0.894550345,0
cosmos,Upbit #16 (Staking)-amountValue,distribution-amountValue,0.893446771,0
cosmos,Upbit #16 (Staking)-amountValue,Binance #02 (Deposit)-boxplot,0.572659595,3.49E-213
cosmos,Upbit #16 (Staking)-amountValue,Binance #03 (Withdraw)-boxplot,0.563604172,4.11E-205
cosmos,Upbit #16 (Staking)-amountValue,Binance #04 (Staking)-boxplot,0.673376007,6e-323
cosmos,Upbit #16 (Staking)-amountValue,Bitforex #01 (Deposit)-boxplot,0.660386891,2.22E-306
cosmos,Upbit #16 (Staking)-amountValue,Bithumb #02 (Withdraw)-boxplot,0.557116872,1.75E-199
cosmos,Upbit #16 (Staking)-amountValue,Bithumb #03-boxplot,0.571199049,7.27E-212
cosmos,Upbit #16 (Staking)-amountValue,Coinbase #01-boxplot,0.588443264,7.22E-228
cosmos,Upbit #16 (Staking)-amountValue,Coinbase #03-boxplot,0.655552804,2.01E-300
cosmos,Upbit #16 (Staking)-amountValue,Coinbase #05-boxplot,0.591777071,4.49E-231
cosmos,Upbit #16 (Staking)-amountValue,Coinbase #06-boxplot,0.612682769,4.60E-252
cosmos,Upbit #16 (Staking)-amountValue,Coinbase #08-boxplot,0.640933438,4.63E-283
cosmos,Upbit #16 (Staking)-amountValue,Coinone #01(Deposit)-boxplot,0.62458356,9.86E-265
cosmos,Upbit #16 (Staking)-amountValue,Digfinex #01 (Deposit)-boxplot,0.667645458,1.55241402e-315
cosmos,Upbit #16 (Staking)-amountValue,DokiaCapital #01 (Validator)-boxplot,0.720758216,0
cosmos,Upbit #16 (Staking)-amountValue,DokiaCapital #02 (Validator)-boxplot,0.636655933,3.70E-278
cosmos,Upbit #16 (Staking)-amountValue,HitBTC #02-boxplot,0.606209872,2.13E-245
cosmos,Upbit #16 (Staking)-amountValue,Ignite-boxplot,0.808773221,0
cosmos,Upbit #16 (Staking)-amountValue,Interchain Foundation #02-boxplot,0.808746082,0
cosmos,Upbit #16 (Staking)-amountValue,Kraken #01-boxplot,0.65833651,7.70E-304
cosmos,Upbit #16 (Staking)-amountValue,MEXC #01 (Deposit)-boxplot,0.642903162,2.41E-285
cosmos,Upbit #16 (Staking)-amountValue,OKK #01-boxplot,0.628047119,1.60E-268
cosmos,Upbit #16 (Staking)-amountValue,Upbit #01 (Deposit)-boxplot,0.648306169,1.07E-291
cosmos,Upbit #16 (Staking)-amountValue,Upbit #02 (Withdraw)-boxplot,0.602615761,9.21E-242
cosmos,Upbit #16 (Staking)-amountValue,Upbit #10 (Validator)-boxplot,0.666223646,1.01108847197e-313
cosmos,Upbit #16 (Staking)-amountValue,Upbit #11 (Staking)-boxplot,0.686213377,0
cosmos,Upbit #16 (Staking)-amountValue,Upbit #12 (Staking)-boxplot,0.656629739,9.68E-302
cosmos,Upbit #16 (Staking)-amountValue,Upbit #13 (Staking)-boxplot,0.660542229,1.42E-306
cosmos,Upbit #16 (Staking)-amountValue,Upbit #14 (Staking)-boxplot,0.668647712,8.0609695e-317
cosmos,Upbit #16 (Staking)-amountValue,Upbit #15 (Staking)-boxplot,0.65029958,4.50E-294
cosmos,Upbit #16 (Staking)-amountValue,Upbit #16 (Staking)-boxplot,0.656026028,5.31E-301
cosmos,Upbit #16 (Staking)-amountValue,Upbit #17 (Staking)-boxplot,0.658043628,1.77E-303
cosmos,Upbit #16 (Staking)-amountValue,Upbit #18 (Staking)-boxplot,0.649158801,1.04E-292
cosmos,Upbit #16 (Staking)-amountValue,Upbit #19 (Staking)-boxplot,0.665822389,3.27228518407e-313
cosmos,Upbit #16 (Staking)-amountValue,Upbit #20 (Staking)-boxplot,0.646629917,1.03E-289
cosmos,Upbit #16 (Staking)-amountValue,bonded_tokens_pool-boxplot,0.631831552,1.01E-272
cosmos,Upbit #16 (Staking)-amountValue,distribution-boxplot,0.6238247,6.58E-264
cosmos,Upbit #16 (Staking)-amountValue,not_bonded_tokens_pool-boxplot,0.520664418,4.76E-170
cosmos,Upbit #17 (Staking)-amountValue,Upbit #14 (Staking)-amountValue,0.894320985,0
cosmos,Upbit #17 (Staking)-amountValue,Upbit #15 (Staking)-amountValue,0.703193085,0
cosmos,Upbit #19 (Staking)-amountValue,Binance #04 (Staking)-amountValue,0.869628122,0
cosmos,Upbit #19 (Staking)-amountValue,Bitforex #01 (Deposit)-amountValue,0.971020637,0
cosmos,Upbit #19 (Staking)-amountValue,Bithumb #02 (Withdraw)-amountValue,0.624012583,4.12E-264
cosmos,Upbit #19 (Staking)-amountValue,Bithumb #03-amountValue,0.903680374,0
cosmos,Upbit #19 (Staking)-amountValue,Coinbase #08-amountValue,0.897655057,0
cosmos,Upbit #19 (Staking)-amountValue,Digfinex #01 (Deposit)-amountValue,0.574180406,1.45E-214
cosmos,Upbit #19 (Staking)-amountValue,Kraken #01-amountValue,0.665403732,1.112197799044e-312
cosmos,Upbit #19 (Staking)-amountValue,MEXC #01 (Deposit)-amountValue,0.57609755,2.59E-216
cosmos,Upbit #19 (Staking)-amountValue,OKK #01-amountValue,0.782778973,0
cosmos,Upbit #19 (Staking)-amountValue,Upbit #11 (Staking)-amountValue,0.999956985,0
cosmos,Upbit #19 (Staking)-amountValue,Upbit #13 (Staking)-amountValue,0.999968332,0
cosmos,Upbit #19 (Staking)-amountValue,Upbit #16 (Staking)-amountValue,0.999997636,0
cosmos,Upbit #19 (Staking)-amountValue,bonded_tokens_pool-amountValue,0.894246868,0
cosmos,Upbit #19 (Staking)-amountValue,distribution-amountValue,0.892994503,0
cosmos,Upbit #19 (Staking)-amountValue,Binance #02 (Deposit)-boxplot,0.572664456,3.46E-213
cosmos,Upbit #19 (Staking)-amountValue,Binance #03 (Withdraw)-boxplot,0.564056784,1.64E-205
cosmos,Upbit #19 (Staking)-amountValue,Binance #04 (Staking)-boxplot,0.672950673,2.17e-322
cosmos,Upbit #19 (Staking)-amountValue,Bitforex #01 (Deposit)-boxplot,0.66102641,3.55E-307
cosmos,Upbit #19 (Staking)-amountValue,Bithumb #02 (Withdraw)-boxplot,0.557165025,1.59E-199
cosmos,Upbit #19 (Staking)-amountValue,Bithumb #03-boxplot,0.570792002,1.69E-211
cosmos,Upbit #19 (Staking)-amountValue,Coinbase #01-boxplot,0.588060575,1.67E-227
cosmos,Upbit #19 (Staking)-amountValue,Coinbase #03-boxplot,0.655490362,2.40E-300
cosmos,Upbit #19 (Staking)-amountValue,Coinbase #05-boxplot,0.592037477,2.51E-231
cosmos,Upbit #19 (Staking)-amountValue,Coinbase #06-boxplot,0.612184781,1.52E-251
cosmos,Upbit #19 (Staking)-amountValue,Coinbase #08-boxplot,0.640193342,3.31E-282
cosmos,Upbit #19 (Staking)-amountValue,Coinone #01(Deposit)-boxplot,0.624735326,6.74E-265
cosmos,Upbit #19 (Staking)-amountValue,Digfinex #01 (Deposit)-boxplot,0.667679607,1.403849124e-315
cosmos,Upbit #19 (Staking)-amountValue,DokiaCapital #01 (Validator)-boxplot,0.720750216,0
cosmos,Upbit #19 (Staking)-amountValue,DokiaCapital #02 (Validator)-boxplot,0.637536701,3.67E-279
cosmos,Upbit #19 (Staking)-amountValue,HitBTC #02-boxplot,0.605671788,7.52E-245
cosmos,Upbit #19 (Staking)-amountValue,Ignite-boxplot,0.809035462,0
cosmos,Upbit #19 (Staking)-amountValue,Interchain Foundation #02-boxplot,0.809061356,0
cosmos,Upbit #19 (Staking)-amountValue,Kraken #01-boxplot,0.659148217,7.65E-305
cosmos,Upbit #19 (Staking)-amountValue,MEXC #01 (Deposit)-boxplot,0.642894695,2.46E-285
cosmos,Upbit #19 (Staking)-amountValue,OKK #01-boxplot,0.627819569,2.84E-268
cosmos,Upbit #19 (Staking)-amountValue,Upbit #01 (Deposit)-boxplot,0.648616906,4.57E-292
cosmos,Upbit #19 (Staking)-amountValue,Upbit #02 (Withdraw)-boxplot,0.602513619,1.17E-241
cosmos,Upbit #19 (Staking)-amountValue,Upbit #10 (Validator)-boxplot,0.666769501,2.0400501054e-314
cosmos,Upbit #19 (Staking)-amountValue,Upbit #11 (Staking)-boxplot,0.687108875,0
cosmos,Upbit #19 (Staking)-amountValue,Upbit #12 (Staking)-boxplot,0.657362942,1.22E-302
cosmos,Upbit #19 (Staking)-amountValue,Upbit #13 (Staking)-boxplot,0.661325817,1.50E-307
cosmos,Upbit #19 (Staking)-amountValue,Upbit #14 (Staking)-boxplot,0.669462828,7.209554e-318
cosmos,Upbit #19 (Staking)-amountValue,Upbit #15 (Staking)-boxplot,0.651054892,5.59E-295
cosmos,Upbit #19 (Staking)-amountValue,Upbit #16 (Staking)-boxplot,0.656838142,5.37E-302
cosmos,Upbit #19 (Staking)-amountValue,Upbit #17 (Staking)-boxplot,0.65878151,2.17E-304
cosmos,Upbit #19 (Staking)-amountValue,Upbit #18 (Staking)-boxplot,0.649918108,1.29E-293
cosmos,Upbit #19 (Staking)-amountValue,Upbit #19 (Staking)-boxplot,0.66669789,2.517225801e-314
cosmos,Upbit #19 (Staking)-amountValue,Upbit #20 (Staking)-boxplot,0.647428091,1.18E-290
cosmos,Upbit #19 (Staking)-amountValue,bonded_tokens_pool-boxplot,0.631350388,3.48E-272
cosmos,Upbit #19 (Staking)-amountValue,distribution-boxplot,0.623094247,4.07E-263
cosmos,Upbit #19 (Staking)-amountValue,not_bonded_tokens_pool-boxplot,0.52037734,7.85E-170
cosmos,distribution-boxplot,Digfinex #01 (Deposit)-amountValue,0.834627448,0
juno,distribution-amountValue,JUNO RAW Pool-amountValue,0.832915975,0
juno,not_bonded_tokens_pool-boxplot,JUNO OSMO Pool-amountValue,0.832860191,0
cosmos,DokiaCapital #01 (Validator)-boxplot,Upbit #11 (Staking)-amountValue,0.718204456,0
cosmos,bonded_tokens_pool-amountValue,OKK #01-boxplot,0.832306831,0
cosmos,Interchain Foundation #01-boxplot,Upbit #16 (Staking)-boxplot,0.832231698,0
cosmos,Interchain Foundation #01-boxplot,Upbit #14 (Staking)-boxplot,0.831672728,0
juno,bonded_tokens_pool-boxplot,not_bonded_tokens_pool-boxplot,0.831576016,0
juno,not_bonded_tokens_pool-boxplot,bonded_tokens_pool-boxplot,0.831576016,0
cosmos,Interchain Foundation #01-boxplot,Upbit #20 (Staking)-boxplot,0.830394423,0
osmosis,bonded_tokens_pool-amountValue,bonded_tokens_pool-boxplot,0.829301306,0
osmosis,bonded_tokens_pool-boxplot,bonded_tokens_pool-amountValue,0.829301306,0
cosmos,Interchain Foundation #02-amountValue,Upbit #12 (Staking)-boxplot,0.717500186,0
cosmos,Interchain Foundation #01-boxplot,Upbit #11 (Staking)-boxplot,0.827430184,0
cosmos,Interchain Foundation #01-boxplot,Upbit #18 (Staking)-boxplot,0.826543632,0
cosmos,Interchain Foundation #01-boxplot,Upbit #13 (Staking)-boxplot,0.825918582,0
cosmos,bonded_tokens_pool-amountValue,distribution-boxplot,0.825520193,0
cosmos,distribution-boxplot,bonded_tokens_pool-amountValue,0.825520193,0
cosmos,Interchain Foundation #01-boxplot,Upbit #17 (Staking)-boxplot,0.825513125,0
cosmos,Interchain Foundation #01-boxplot,Upbit #15 (Staking)-boxplot,0.825297891,0
cosmos,Interchain Foundation #01-boxplot,Upbit #12 (Staking)-boxplot,0.825078128,0
cosmos,bonded_tokens_pool-amountValue,Coinbase #08-boxplot,0.824927733,0
kava,distribution-amountValue,not_bonded_tokens_pool-boxplot,0.824182214,0
kava,not_bonded_tokens_pool-boxplot,distribution-amountValue,0.824182214,0
cosmos,Interchain Foundation #01-boxplot,Bitforex #01 (Deposit)-boxplot,0.823836078,0
cosmos,Interchain Foundation #02-amountValue,Upbit #17 (Staking)-boxplot,0.716647787,0
cosmos,bonded_tokens_pool-boxplot,Digfinex #01 (Deposit)-amountValue,0.821350197,0
cosmos,distribution-amountValue,bonded_tokens_pool-boxplot,0.821095545,0
cosmos,bonded_tokens_pool-boxplot,distribution-amountValue,0.821095545,0
kava,bonded_tokens_pool-amountValue,bonded_tokens_pool-boxplot,0.820092301,0
kava,bonded_tokens_pool-boxplot,bonded_tokens_pool-amountValue,0.820092301,0
cosmos,distribution-amountValue,Binance #04 (Staking)-boxplot,0.820043651,0
cosmos,Binance #04 (Staking)-boxplot,distribution-amountValue,0.820043651,0
juno,bonded_tokens_pool-boxplot,JUNO OSMO Pool-amountValue,0.814439338,0
cosmos,DokiaCapital #01 (Validator)-amountValue,MEXC #01 (Deposit)-amountValue,0.714341895,0
cosmos,Binance #04 (Staking)-boxplot,OKK #01-boxplot,0.813420331,0
osmosis,distribution-amountValue,bonded_tokens_pool-boxplot,0.810861964,0
osmosis,bonded_tokens_pool-boxplot,distribution-amountValue,0.810861964,0
cosmos,bonded_tokens_pool-boxplot,Coinbase #08-amountValue,0.810809991,0
kava,distribution-amountValue,bonded_tokens_pool-boxplot,0.810300768,0
kava,bonded_tokens_pool-boxplot,distribution-amountValue,0.810300768,0
cosmos,Binance #04 (Staking)-boxplot,bonded_tokens_pool-boxplot,0.809463343,0
cosmos,bonded_tokens_pool-boxplot,Binance #04 (Staking)-boxplot,0.809463343,0
cosmos,Kraken #01-boxplot,Interchain Foundation #01-amountValue,0.712977013,0
cosmos,DokiaCapital #01 (Validator)-boxplot,Coinbase #03-boxplot,0.711272227,0
cosmos,Interchain Foundation #02-amountValue,Upbit #16 (Staking)-boxplot,0.707431284,0
cosmos,DokiaCapital #02 (Validator)-amountValue,Kraken #01-amountValue,0.707013295,0
cosmos,Binance #04 (Staking)-boxplot,Coinbase #08-boxplot,0.807522247,0
cosmos,Binance #04 (Staking)-boxplot,MEXC #01 (Deposit)-amountValue,0.805765609,0
cosmos,Kraken #01-amountValue,DokiaCapital #02 (Validator)-amountValue,0.707013295,0
cosmos,Interchain Foundation #01-boxplot,Kraken #01-boxplot,0.804224235,0
cosmos,DokiaCapital #01 (Validator)-boxplot,Coinbase #08-amountValue,0.706154838,0
cosmos,Interchain Foundation #02-amountValue,Upbit #10 (Validator)-amountValue,0.704766515,0
cosmos,bonded_tokens_pool-boxplot,Binance #04 (Staking)-amountValue,0.803383878,0
cosmos,bonded_tokens_pool-amountValue,MEXC #01 (Deposit)-amountValue,0.802764915,0
osmosis,bonded_tokens_pool-amountValue,distribution-boxplot,0.802716924,0
osmosis,distribution-boxplot,bonded_tokens_pool-amountValue,0.802716924,0
cosmos,Binance #04 (Staking)-boxplot,OKK #01-amountValue,0.801709404,0
osmosis,distribution-boxplot,communityTokens,0.800906325,0
cosmos,Interchain Foundation #02-amountValue,Upbit #13 (Staking)-boxplot,0.69977238,0
cosmos,fee_collector-amountValue,cap,0.611674024,5.15E-251
cosmos,fee_collector-amountValue,high24h,0.617344752,5.82E-257
cosmos,fee_collector-amountValue,low24h,0.618547829,3.07E-258
cosmos,fee_collector-amountValue,price,0.611457543,8.64E-251
cosmos,fee_collector-amountValue,priceChangePercentage14d,0.502250781,1.71E-156
cosmos,fee_collector-amountValue,priceChangePercentage30D,0.757986737,0
cosmos,fee_collector-amountValue,blockTime,0.50187382,3.17E-156
cosmos,fee_collector-amountValue,inflation,-0.621306954,3.44E-261
cosmos,fee_collector-amountValue,capBTC,0.65954247,2.48E-305
cosmos,fee_collector-amountValue,priceBTC,0.659446515,3.27E-305
cosmos,fee_collector-amountValue,Bithumb #05-amountValue,0.554792048,1.70E-197
cosmos,fee_collector-amountValue,DokiaCapital #01 (Validator)-amountValue,-0.592157838,1.92E-231
cosmos,fee_collector-amountValue,DokiaCapital #02 (Validator)-amountValue,0.595688835,6.95E-235
cosmos,fee_collector-amountValue,Ignite-amountValue,0.528064469,9.78E-176
cosmos,fee_collector-amountValue,Kraken #01-amountValue,0.673811496,2e-323
cosmos,fee_collector-amountValue,Bithumb #02 (Withdraw)-boxplot,-0.564975088,2.56E-206
cosmos,fee_collector-amountValue,Coinbase #08-boxplot,-0.508346123,6.88E-161
cosmos,fee_collector-amountValue,Kraken #01-boxplot,0.60186399,5.24E-241
cosmos,fee_collector-amountValue,Upbit #11 (Staking)-boxplot,0.58928243,1.13E-228
cosmos,fee_collector-amountValue,Upbit #12 (Staking)-boxplot,0.600159492,2.65E-239
cosmos,fee_collector-amountValue,Upbit #13 (Staking)-boxplot,0.570576748,2.64E-211
cosmos,fee_collector-amountValue,Upbit #14 (Staking)-boxplot,0.590182768,1.55E-229
cosmos,fee_collector-amountValue,Upbit #15 (Staking)-boxplot,0.579323584,2.76E-219
cosmos,fee_collector-amountValue,Upbit #16 (Staking)-boxplot,0.562574259,3.28E-204
